doc_id,compound_id,trial_id,doc_type,title,author,date,full_text,tags
DOC-00076,CMP-0146,,Conference Abstract,Conference Abstract: VLX-1145 - Sep 2024,David Clark,2024-08-14,"Conference abstract: 'VLX-1145 demonstrates promising efficacy in Cardiology: results from N/A.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Neutropenia (Severe, self-limited).","Clinical,VEGFR2,R&D"
DOC-00077,CMP-0072,TRL-0052,SOP Deviation Report,SOP Deviation Report: VLX-1071 - Dec 2024,Timothy Robinson,2024-10-11,"SOP deviation report: during Selectivity Panel for VLX-1071, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Clinical,Safety,Infectious Disease"
DOC-00078,CMP-0144,,Literature Review,Literature Review: SNF-1143 - Feb 2024,Jessica Flowers,2024-11-01,"Recent literature on mTOR inhibitors highlights growing interest in Immunology indications. Several published studies report that selective mTOR modulation can reduce Elevated Liver Enzymes-related toxicity relative to first-generation agents. This supports continued investment in the SNF-1143 program, particularly given its covalent inhibitor of mtor, irreversibly disabling enzymatic activity","Immunology,Clinical,R&D"
DOC-00079,CMP-0034,TRL-0021,Internal Memo,Internal Memo: PSA-1033 - Dec 2025,Jamie Griffin,2024-11-28,Internal memo re: PSA-1033 (Phase II). The project team met to review Q2 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-02.,"Internal Memo,Neurology,Clinical"
DOC-00080,CMP-0064,TRL-0044,Lab Notebook Entry,Lab Notebook Entry: DKU-1063 - Apr 2024,Robert Davis,2024-03-27,Follow-up assay for DKU-1063: repeated Solubility Assay in triplicate to confirm prior result of no significant activity. Variance was low (<10%). DKU-1063 remains a backup candidate for the Cardiology program pending scale-up synthesis.,"Cardiology,Clinical,Lab Notebook Entry"
DOC-00081,CMP-0070,,SOP Deviation Report,SOP Deviation Report: DKU-1069 - Jun 2026,Barbara Sherman,2024-01-27,"SOP deviation report: during Pharmacokinetic (PK) Study for DKU-1069, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","R&D,SOP Deviation Report,Clinical"
DOC-00082,CMP-0129,TRL-0090,Conference Abstract,Conference Abstract: PSA-1128 - Mar 2025,Nicole Stewart,2024-04-14,"Conference abstract: 'PSA-1128 demonstrates durable efficacy in Metabolic Disease: results from TRL-0090.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Myalgia (Severe, self-limited).","Metabolic Disease,PCSK9,Safety"
DOC-00083,CMP-0040,TRL-0028,Literature Review,Literature Review: DKU-1039 - Aug 2026,Heather Scott,2024-01-18,"A meta-analysis of Metabolic Disease trials targeting VEGFR2 found that progression-free survival improved in 43% of studies reviewed, though Neutropenia was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the DKU-1039 clinical development plan.","Clinical,Safety,VEGFR2"
DOC-00084,CMP-0010,,Conference Abstract,Conference Abstract: DKU-1009 - Jan 2025,Robert Ross,2026-04-13,"Conference abstract: 'DKU-1009 demonstrates superior efficacy in Oncology: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Dizziness (Mild, self-limited).","Clinical,Conference Abstract,Safety"
DOC-00085,CMP-0136,,Regulatory Briefing,Regulatory Briefing: SNF-1135 - Oct 2024,Sara Hamilton,2026-04-03,Regulatory briefing document for SNF-1135: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Infectious Disease population prior to advancing to the next phase.,"R&D,Infectious Disease,Regulatory Briefing"
DOC-00086,CMP-0121,TRL-0083,SOP Deviation Report,SOP Deviation Report: AGN-1120 - Aug 2024,Mrs. Maria Price DDS,2026-07-25,"SOP deviation report: during Binding Affinity (SPR) for AGN-1120, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Safety,SOP Deviation Report,GLP-1R"
DOC-00087,CMP-0051,TRL-0033,SOP Deviation Report,SOP Deviation Report: AGN-1050 - Jul 2024,Erica Taylor,2024-06-16,"SOP deviation report: during Metabolic Stability (Microsomal) for AGN-1050, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","SOP Deviation Report,R&D,Clinical"
DOC-00088,CMP-0061,,Lab Notebook Entry,Lab Notebook Entry: AGN-1060 - May 2025,Christopher Neal,2025-12-30,"Ran Cell Viability Assay on AGN-1060 (VEGFR2 program) at 9.6 uM concentration. Observed moderate cytotoxicity at high dose. Compared to reference compound, AGN-1060 showed superior activity. Recommend scale-up synthesis.","R&D,Metabolic Disease,Lab Notebook Entry"
DOC-00089,CMP-0035,TRL-0022,SOP Deviation Report,SOP Deviation Report: SNF-1034 - Nov 2023,Sharon Guerrero,2024-10-29,"SOP deviation report: during Solubility Assay for SNF-1034, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","mTOR,Safety,SOP Deviation Report"
DOC-00090,CMP-0096,,Lab Notebook Entry,Lab Notebook Entry: AGN-1095 - Dec 2024,Christopher Mayer,2026-08-10,Follow-up assay for AGN-1095: repeated Binding Affinity (SPR) in triplicate to confirm prior result of strong target engagement. Variance was low (<10%). AGN-1095 remains a watchlist candidate for the Metabolic Disease program pending scale-up synthesis.,"Safety,Lab Notebook Entry,R&D"
DOC-00091,CMP-0044,,Lab Notebook Entry,Lab Notebook Entry: AGN-1043 - Dec 2025,Catherine Koch,2024-01-15,Follow-up assay for AGN-1043: repeated hERG Cardiotoxicity Screen in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was low (<10%). AGN-1043 remains a backup candidate for the Oncology program pending scale-up synthesis.,"R&D,VEGFR2,Lab Notebook Entry"
DOC-00092,CMP-0066,,SOP Deviation Report,SOP Deviation Report: VLX-1065 - Mar 2024,Mr. Mario Stout III,2024-09-03,"SOP deviation report: during Selectivity Panel for VLX-1065, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","BRAF,SOP Deviation Report,Infectious Disease"
DOC-00093,CMP-0147,TRL-0108,SOP Deviation Report,SOP Deviation Report: RX-1146 - Jan 2026,Stephen Johnson,2026-04-29,"SOP deviation report: during Pharmacokinetic (PK) Study for RX-1146, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","R&D,Clinical,SOP Deviation Report"
DOC-00094,CMP-0117,TRL-0079,Lab Notebook Entry,Lab Notebook Entry: SNF-1116 - Jun 2026,James George,2025-04-15,"Ran Metabolic Stability (Microsomal) on SNF-1116 (VEGFR2 program) at 14.0 uM concentration. Observed strong target engagement. Compared to reference compound, SNF-1116 showed comparable activity. Recommend formulation optimization.","Clinical,Lab Notebook Entry,Safety"
DOC-00095,CMP-0067,,Regulatory Briefing,Regulatory Briefing: RX-1066 - Mar 2024,Steven Davis,2026-09-04,Regulatory briefing document for RX-1066: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Regulatory Briefing,Oncology,Safety"
DOC-00096,CMP-0013,,Regulatory Briefing,Regulatory Briefing: SNF-1012 - Jan 2024,William Chase,2025-04-27,Regulatory briefing document for SNF-1012: summary of nonclinical and clinical safety data supporting the Discovery submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Safety,Oncology,Clinical"
DOC-00097,CMP-0080,TRL-0060,SOP Deviation Report,SOP Deviation Report: VLX-1079 - Feb 2024,Mallory Collins,2025-02-13,"SOP deviation report: during Pharmacokinetic (PK) Study for VLX-1079, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Immunology,Safety,SOP Deviation Report"
DOC-00098,CMP-0060,TRL-0041,Conference Abstract,Conference Abstract: RX-1059 - Jun 2026,Matthew Diaz,2025-07-20,"Conference abstract: 'RX-1059 demonstrates promising efficacy in Metabolic Disease: results from TRL-0041.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Pyrexia (Moderate, self-limited).","R&D,Clinical,Metabolic Disease"
DOC-00099,CMP-0029,TRL-0019,Regulatory Briefing,Regulatory Briefing: SNF-1028 - Nov 2025,Paul Christian,2024-04-19,Regulatory briefing document for SNF-1028: summary of nonclinical and clinical safety data supporting the Phase II submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Safety,Oncology,R&D"
DOC-00100,CMP-0048,TRL-0031,SOP Deviation Report,SOP Deviation Report: RX-1047 - May 2024,Tom Perez,2023-12-16,"SOP deviation report: during Binding Affinity (SPR) for RX-1047, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Safety,Clinical,Neurology"
DOC-00101,CMP-0020,TRL-0013,Conference Abstract,Conference Abstract: AGN-1019 - Dec 2023,Stephen Garcia,2024-05-22,"Conference abstract: 'AGN-1019 demonstrates durable efficacy in Metabolic Disease: results from TRL-0013.' Presented findings show a statistically significant benefit with a manageable safety profile; most common adverse event was Thrombocytopenia (Mild, self-limited).","Metabolic Disease,Conference Abstract,BCL-2"
DOC-00102,CMP-0078,TRL-0057,Conference Abstract,Conference Abstract: SNF-1077 - Apr 2024,Erin Dickson,2025-09-18,"Conference abstract: 'SNF-1077 demonstrates promising efficacy in Oncology: results from TRL-0057.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Dizziness (Moderate, self-limited).","VEGFR2,Conference Abstract,Oncology"
DOC-00103,CMP-0138,TRL-0101,Internal Memo,Internal Memo: SNF-1137 - Jun 2025,Olivia Anderson,2024-12-23,Internal memo re: SNF-1137 (Discontinued). The project team met to review Q3 progress. Key decision: expand to two additional sites. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-08.,"HER2,Oncology,R&D"
DOC-00104,CMP-0141,TRL-0104,Literature Review,Literature Review: RX-1140 - Sep 2025,Taylor Johnson,2026-06-06,"Recent literature on mTOR inhibitors highlights growing interest in Cardiology indications. Several published studies report that selective mTOR modulation can reduce Peripheral Neuropathy-related toxicity relative to first-generation agents. This supports continued investment in the RX-1140 program, particularly given its monoclonal antibody that binds mtor, triggering immune-mediated cell death","R&D,Cardiology,Literature Review"
DOC-00105,CMP-0126,TRL-0087,Lab Notebook Entry,Lab Notebook Entry: SNF-1125 - Nov 2024,Craig White,2024-02-21,Follow-up assay for SNF-1125: repeated Solubility Assay in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was low (<10%). SNF-1125 remains a backup candidate for the Oncology program pending scale-up synthesis.,"Safety,EGFR,R&D"
DOC-00106,CMP-0139,TRL-0103,Internal Memo,Internal Memo: AGN-1138 - Feb 2026,Frank Armstrong,2025-02-28,Internal memo re: AGN-1138 (Discontinued). The project team met to review Q4 progress. Key decision: initiate combination study planning. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-09-30.,"Clinical,SGLT2,R&D"
DOC-00107,CMP-0074,TRL-0055,Lab Notebook Entry,Lab Notebook Entry: RX-1073 - Sep 2024,Ruth Ray,2025-01-25,"Ran Pharmacokinetic (PK) Study on RX-1073 (KRAS G12C program) at 48.3 uM concentration. Observed moderate cytotoxicity at high dose. Compared to reference compound, RX-1073 showed comparable activity. Recommend formulation optimization.","Lab Notebook Entry,Safety,R&D"
DOC-00108,CMP-0046,,Literature Review,Literature Review: AGN-1045 - May 2024,Kimberly Wilson,2024-07-19,"A meta-analysis of Cardiology trials targeting JAK2 found that progression-free survival improved in 63% of studies reviewed, though Myalgia was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the AGN-1045 clinical development plan.","Safety,R&D,JAK2"
DOC-00109,CMP-0042,,Literature Review,Literature Review: RX-1041 - Jan 2026,Gabrielle Stafford,2024-06-23,"A meta-analysis of Immunology trials targeting BRAF found that progression-free survival improved in 57% of studies reviewed, though Dizziness was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the RX-1041 clinical development plan.","Safety,BRAF,Immunology"
DOC-00110,CMP-0037,TRL-0024,Literature Review,Literature Review: VLX-1036 - Feb 2026,Mr. Matthew Barnett,2024-09-26,"Recent literature on IL-6R inhibitors highlights growing interest in Cardiology indications. Several published studies report that selective IL-6R modulation can reduce Peripheral Neuropathy-related toxicity relative to first-generation agents. This supports continued investment in the VLX-1036 program, particularly given its competitive antagonist at the il-6r binding site, restoring normal pathway flux","R&D,Literature Review,Cardiology"
DOC-00111,CMP-0037,TRL-0024,Literature Review,Literature Review: VLX-1036 - Apr 2025,Jacob May,2026-08-09,"A meta-analysis of Cardiology trials targeting IL-6R found that biomarker response improved in 52% of studies reviewed, though Diarrhea was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the VLX-1036 clinical development plan.","Cardiology,R&D,Clinical"
DOC-00112,CMP-0118,TRL-0080,Conference Abstract,Conference Abstract: RX-1117 - Feb 2024,Jim Rodriguez,2025-05-12,"Conference abstract: 'RX-1117 demonstrates promising efficacy in Metabolic Disease: results from TRL-0080.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Pyrexia (Severe, self-limited).","Safety,R&D,EGFR"
DOC-00113,CMP-0131,TRL-0092,Lab Notebook Entry,Lab Notebook Entry: VLX-1130 - Aug 2024,Elizabeth Graham,2026-08-30,"Ran Pharmacokinetic (PK) Study on VLX-1130 (NLRP3 program) at 20.3 uM concentration. Observed no significant activity. Compared to reference compound, VLX-1130 showed inferior activity. Recommend scale-up synthesis.","Oncology,Lab Notebook Entry,R&D"
DOC-00114,CMP-0124,TRL-0086,Conference Abstract,Conference Abstract: VLX-1123 - Dec 2023,Kathy Sanders,2026-07-14,"Conference abstract: 'VLX-1123 demonstrates promising efficacy in Oncology: results from TRL-0086.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Headache (Moderate, self-limited).","R&D,Oncology,Safety"
DOC-00115,CMP-0149,TRL-0109,Literature Review,Literature Review: DKU-1148 - Sep 2026,Ryan Walker,2023-10-06,"Recent literature on HER2 inhibitors highlights growing interest in Neurology indications. Several published studies report that selective HER2 modulation can reduce Vomiting-related toxicity relative to first-generation agents. This supports continued investment in the DKU-1148 program, particularly given its monoclonal antibody that binds her2, triggering immune-mediated cell death","HER2,Safety,Literature Review"
DOC-00116,CMP-0085,,Lab Notebook Entry,Lab Notebook Entry: DKU-1084 - Nov 2025,Kyle Hernandez,2026-04-16,"Ran Metabolic Stability (Microsomal) on DKU-1084 (CDK4/6 program) at 28.1 uM concentration. Observed no significant activity. Compared to reference compound, DKU-1084 showed modestly improved activity. Recommend scale-up synthesis.","Clinical,Safety,CDK4/6"
DOC-00117,CMP-0054,TRL-0036,Literature Review,Literature Review: SNF-1053 - Apr 2025,Heidi Hall,2026-07-21,"Recent literature on mTOR inhibitors highlights growing interest in Neurology indications. Several published studies report that selective mTOR modulation can reduce Cough-related toxicity relative to first-generation agents. This supports continued investment in the SNF-1053 program, particularly given its monoclonal antibody that binds mtor, triggering immune-mediated cell death","mTOR,R&D,Neurology"
DOC-00118,CMP-0040,TRL-0028,Internal Memo,Internal Memo: DKU-1039 - Nov 2024,Christopher Walters,2025-07-25,Internal memo re: DKU-1039 (Discontinued). The project team met to review Q4 progress. Key decision: continue to next dose cohort. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-09.,"Metabolic Disease,R&D,Clinical"
DOC-00119,CMP-0077,,Conference Abstract,Conference Abstract: AGN-1076 - Mar 2026,Brittany Dunlap,2025-07-16,"Conference abstract: 'AGN-1076 demonstrates superior efficacy in Metabolic Disease: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Peripheral Neuropathy (Moderate, self-limited).","R&D,Metabolic Disease,Safety"
DOC-00120,CMP-0011,,SOP Deviation Report,SOP Deviation Report: PSA-1010 - Apr 2026,Tyler Rush,2024-08-07,"SOP deviation report: during Cell Viability Assay for PSA-1010, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","SOP Deviation Report,Safety,Clinical"
DOC-00121,CMP-0138,TRL-0102,SOP Deviation Report,SOP Deviation Report: SNF-1137 - May 2026,Stephanie Mcdonald,2024-02-14,"SOP deviation report: during Solubility Assay for SNF-1137, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","HER2,Oncology,Clinical"
DOC-00122,CMP-0066,,Lab Notebook Entry,Lab Notebook Entry: VLX-1065 - Jul 2026,David Peters,2024-08-24,"Ran hERG Cardiotoxicity Screen on VLX-1065 (BRAF program) at 37.5 uM concentration. Observed strong target engagement. Compared to reference compound, VLX-1065 showed inferior activity. Recommend scale-up synthesis.","Lab Notebook Entry,R&D,Safety"
DOC-00123,CMP-0003,,Internal Memo,Internal Memo: AGN-1002 - Jul 2025,Amy Jenkins,2024-02-22,Internal memo re: AGN-1002 (Preclinical). The project team met to review Q1 progress. Key decision: continue to next dose cohort. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-12-10.,"Internal Memo,Safety,Clinical"
DOC-00124,CMP-0113,TRL-0075,Literature Review,Literature Review: RX-1112 - Mar 2026,Renee Tapia,2024-06-09,"Recent literature on GLP-1R inhibitors highlights growing interest in Immunology indications. Several published studies report that selective GLP-1R modulation can reduce Insomnia-related toxicity relative to first-generation agents. This supports continued investment in the RX-1112 program, particularly given its competitive antagonist at the glp-1r binding site, restoring normal pathway flux","Immunology,Safety,GLP-1R"
DOC-00125,CMP-0001,,SOP Deviation Report,SOP Deviation Report: VLX-1000 - Jan 2026,Jeanne Lee,2026-03-19,"SOP deviation report: during Enzymatic Inhibition Assay for VLX-1000, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Safety,JAK2,Clinical"
DOC-00126,CMP-0025,,SOP Deviation Report,SOP Deviation Report: DKU-1024 - Dec 2023,Desiree Stafford,2024-01-31,"SOP deviation report: during Cell Viability Assay for DKU-1024, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Clinical,SOP Deviation Report,Safety"
DOC-00127,CMP-0125,,SOP Deviation Report,SOP Deviation Report: DKU-1124 - Dec 2025,Brittany Ramos,2025-09-23,"SOP deviation report: during Pharmacokinetic (PK) Study for DKU-1124, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","VEGFR2,Safety,R&D"
DOC-00128,CMP-0105,,Conference Abstract,Conference Abstract: AGN-1104 - Dec 2025,Bruce Collins,2024-01-08,"Conference abstract: 'AGN-1104 demonstrates promising efficacy in Infectious Disease: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Insomnia (Severe, self-limited).","Safety,Infectious Disease,R&D"
DOC-00129,CMP-0132,,Lab Notebook Entry,Lab Notebook Entry: VLX-1131 - Aug 2025,Matthew Evans,2024-02-01,Follow-up assay for VLX-1131: repeated Enzymatic Inhibition Assay in triplicate to confirm prior result of no significant activity. Variance was moderate (10-20%). VLX-1131 remains a high-priority candidate for the Cardiology program pending in vivo follow-up.,"Clinical,Cardiology,VEGFR2"
DOC-00130,CMP-0139,TRL-0103,SOP Deviation Report,SOP Deviation Report: AGN-1138 - Dec 2025,Benjamin Werner,2026-06-11,"SOP deviation report: during Cell Viability Assay for AGN-1138, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","R&D,Clinical,Safety"
DOC-00131,CMP-0100,,Conference Abstract,Conference Abstract: DKU-1099 - Sep 2024,William James,2026-05-20,"Conference abstract: 'DKU-1099 demonstrates durable efficacy in Immunology: results from N/A.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Anemia (Mild, self-limited).","TNF-alpha,Immunology,Safety"
DOC-00132,CMP-0149,TRL-0109,Conference Abstract,Conference Abstract: DKU-1148 - Jan 2024,Kevin Walter,2025-10-14,"Conference abstract: 'DKU-1148 demonstrates durable efficacy in Neurology: results from TRL-0109.' Presented findings show a clinically meaningful benefit with a manageable safety profile; most common adverse event was Diarrhea (Severe, self-limited).","Safety,Clinical,Conference Abstract"
DOC-00133,CMP-0049,,Internal Memo,Internal Memo: DKU-1048 - Dec 2025,Brian Bright,2025-07-09,Status update on N/A (DKU-1048): enrollment is at 41% of target across 4 sites. Safety signal review for Hypertension is ongoing. No changes recommended to the current protocol at this time.,"Clinical,SGLT2,Internal Memo"
DOC-00134,CMP-0018,TRL-0010,Lab Notebook Entry,Lab Notebook Entry: SNF-1017 - Jul 2025,Sean Ortega,2026-03-22,Follow-up assay for SNF-1017: repeated Pharmacokinetic (PK) Study in triplicate to confirm prior result of moderate cytotoxicity at high dose. Variance was low (<10%). SNF-1017 remains a watchlist candidate for the Oncology program pending in vivo follow-up.,"Oncology,Safety,Lab Notebook Entry"
DOC-00135,CMP-0064,TRL-0044,SOP Deviation Report,SOP Deviation Report: DKU-1063 - Aug 2026,Mark Grimes,2024-07-20,"SOP deviation report: during Solubility Assay for DKU-1063, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Safety,Clinical,SOP Deviation Report"
DOC-00136,CMP-0125,,SOP Deviation Report,SOP Deviation Report: DKU-1124 - Nov 2025,David Romero,2024-12-20,"SOP deviation report: during hERG Cardiotoxicity Screen for DKU-1124, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","Metabolic Disease,Safety,SOP Deviation Report"
DOC-00137,CMP-0117,TRL-0079,Literature Review,Literature Review: SNF-1116 - Mar 2026,Mrs. Ashley Shaffer,2024-06-09,"Recent literature on VEGFR2 inhibitors highlights growing interest in Immunology indications. Several published studies report that selective VEGFR2 modulation can reduce Insomnia-related toxicity relative to first-generation agents. This supports continued investment in the SNF-1116 program, particularly given its competitive antagonist at the vegfr2 binding site, restoring normal pathway flux","Clinical,Safety,Immunology"
DOC-00138,CMP-0131,TRL-0091,SOP Deviation Report,SOP Deviation Report: VLX-1130 - Mar 2025,Mary Garcia,2026-01-20,"SOP deviation report: during Binding Affinity (SPR) for VLX-1130, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as moderate - samples re-run.","NLRP3,SOP Deviation Report,Clinical"
DOC-00139,CMP-0105,,Literature Review,Literature Review: AGN-1104 - Nov 2025,Sara Bennett,2025-04-08,"A meta-analysis of Infectious Disease trials targeting SGLT2 found that progression-free survival improved in 63% of studies reviewed, though Cough was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the AGN-1104 clinical development plan.","SGLT2,R&D,Literature Review"
DOC-00140,CMP-0012,TRL-0005,Literature Review,Literature Review: DKU-1011 - Jun 2026,Kyle Garza,2026-02-02,"Recent literature on BCL-2 inhibitors highlights growing interest in Metabolic Disease indications. Several published studies report that selective BCL-2 modulation can reduce Pyrexia-related toxicity relative to first-generation agents. This supports continued investment in the DKU-1011 program, particularly given its degrader that recruits bcl-2 to the ubiquitin-proteasome system for clearance","R&D,BCL-2,Clinical"
DOC-00141,CMP-0133,TRL-0094,Literature Review,Literature Review: DKU-1132 - Jul 2026,Autumn Gallagher,2024-10-16,"A meta-analysis of Infectious Disease trials targeting JAK2 found that biomarker response improved in 46% of studies reviewed, though Cough was the most commonly reported dose-limiting toxicity. These findings are directly relevant to the DKU-1132 clinical development plan.","Safety,Literature Review,Infectious Disease"
DOC-00142,CMP-0127,TRL-0088,Internal Memo,Internal Memo: SNF-1126 - Jun 2026,James Garner,2024-10-02,Internal memo re: SNF-1126 (Phase II). The project team met to review Q4 progress. Key decision: pause enrollment pending safety review. Budget and timeline impact to be assessed by the portfolio committee. Next milestone review scheduled for 2026-11-20.,"R&D,TNF-alpha,Safety"
DOC-00143,CMP-0122,TRL-0085,SOP Deviation Report,SOP Deviation Report: SNF-1121 - Jan 2026,Laura Mills,2026-07-13,"SOP deviation report: during Pharmacokinetic (PK) Study for SNF-1121, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Cardiology,Clinical,Safety"
DOC-00144,CMP-0003,,Regulatory Briefing,Regulatory Briefing: AGN-1002 - Feb 2026,Paula Caldwell,2023-10-16,Regulatory briefing document for AGN-1002: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Oncology population prior to advancing to the next phase.,"Oncology,Safety,Clinical"
DOC-00145,CMP-0074,TRL-0055,Literature Review,Literature Review: RX-1073 - May 2025,Tracy Garcia,2026-06-22,"Recent literature on KRAS G12C inhibitors highlights growing interest in Infectious Disease indications. Several published studies report that selective KRAS G12C modulation can reduce Hypertension-related toxicity relative to first-generation agents. This supports continued investment in the RX-1073 program, particularly given its selective inhibitor of kras g12c, blocking downstream proliferative signaling","Safety,Clinical,Infectious Disease"
DOC-00146,CMP-0093,TRL-0066,Lab Notebook Entry,Lab Notebook Entry: SNF-1092 - Feb 2026,Sarah King,2026-03-02,Follow-up assay for SNF-1092: repeated Cell Viability Assay in triplicate to confirm prior result of no significant activity. Variance was higher than expected (>20%). SNF-1092 remains a backup candidate for the Metabolic Disease program pending formulation optimization.,"KRAS G12C,Lab Notebook Entry,Clinical"
DOC-00147,CMP-0021,,Regulatory Briefing,Regulatory Briefing: SNF-1020 - Sep 2024,Danielle Griffin,2023-11-09,Regulatory briefing document for SNF-1020: summary of nonclinical and clinical safety data supporting the Preclinical submission. hERG and genotoxicity screens were within acceptable limits. Agency feedback requested additional PK data in the Metabolic Disease population prior to advancing to the next phase.,"Metabolic Disease,Clinical,Regulatory Briefing"
DOC-00148,CMP-0124,TRL-0086,SOP Deviation Report,SOP Deviation Report: VLX-1123 - Jan 2025,Deborah Leon MD,2026-01-09,"SOP deviation report: during Enzymatic Inhibition Assay for VLX-1123, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as minimal.","Oncology,Clinical,SOP Deviation Report"
DOC-00149,CMP-0021,,Lab Notebook Entry,Lab Notebook Entry: SNF-1020 - May 2025,James Bailey,2026-02-26,Follow-up assay for SNF-1020: repeated Pharmacokinetic (PK) Study in triplicate to confirm prior result of dose-dependent inhibition. Variance was low (<10%). SNF-1020 remains a backup candidate for the Metabolic Disease program pending scale-up synthesis.,"R&D,TNF-alpha,Lab Notebook Entry"
DOC-00150,CMP-0061,,SOP Deviation Report,SOP Deviation Report: AGN-1060 - Mar 2026,Felicia Jensen,2025-12-06,"SOP deviation report: during Metabolic Stability (Microsomal) for AGN-1060, a temperature excursion was noted in the incubation step. Root cause: equipment calibration overdue. Corrective action: recalibrate and re-run affected samples. Impact to data integrity assessed as none, within spec.","Safety,Metabolic Disease,R&D"
